FIPS,Province_State,Country_Region,Date,People_Fully_Vaccinated,People_Partially_Vaccinated
9,Connecticut,US,2021-01-02,,
9,Connecticut,US,2021-01-03,,
9,Connecticut,US,2021-01-04,,
9,Connecticut,US,2021-01-05,,
9,Connecticut,US,2021-01-06,,
9,Connecticut,US,2021-01-07,,
9,Connecticut,US,2021-01-08,1805,98124
9,Connecticut,US,2021-01-09,1805,98124
9,Connecticut,US,2021-01-10,1805,98124
9,Connecticut,US,2021-01-11,1805,98124
9,Connecticut,US,2021-01-12,7865,117460
9,Connecticut,US,2021-01-13,7865,117460
9,Connecticut,US,2021-01-14,16041,140325
9,Connecticut,US,2021-01-15,16041,149560
9,Connecticut,US,2021-01-16,17162,138953
9,Connecticut,US,2021-01-17,16041,138953
9,Connecticut,US,2021-01-18,16041,138953
9,Connecticut,US,2021-01-19,16041,178514
9,Connecticut,US,2021-01-20,23150,188127
9,Connecticut,US,2021-01-21,25018,202311
9,Connecticut,US,2021-01-22,28602,215604
9,Connecticut,US,2021-01-23,33149,226944
9,Connecticut,US,2021-01-24,37098,234620
9,Connecticut,US,2021-01-25,40506,240253
9,Connecticut,US,2021-01-26,42421,246067
9,Connecticut,US,2021-01-27,45190,250771
9,Connecticut,US,2021-01-28,51939,255880
9,Connecticut,US,2021-01-29,59437,261525
9,Connecticut,US,2021-01-30,67624,267180
9,Connecticut,US,2021-01-31,73706,270368
9,Connecticut,US,2021-02-01,79511,273733
9,Connecticut,US,2021-02-02,83855,274893
9,Connecticut,US,2021-02-03,86602,275401
9,Connecticut,US,2021-02-04,90574,278227
9,Connecticut,US,2021-02-05,97568,281403
9,Connecticut,US,2021-02-06,106224,280205
9,Connecticut,US,2021-02-07,115349,279029
9,Connecticut,US,2021-02-08,123198,279503
9,Connecticut,US,2021-02-09,127194,279405
9,Connecticut,US,2021-02-10,133196,280378
9,Connecticut,US,2021-02-11,142918,282419
9,Connecticut,US,2021-02-12,154639,282310
9,Connecticut,US,2021-02-13,167894,279564
9,Connecticut,US,2021-02-14,183146,281128
9,Connecticut,US,2021-02-15,191978,281128
9,Connecticut,US,2021-02-16,191978,287453
9,Connecticut,US,2021-02-17,206920,290388
9,Connecticut,US,2021-02-18,218777,293338
9,Connecticut,US,2021-02-19,231795,304769
9,Connecticut,US,2021-02-20,253770,306802
9,Connecticut,US,2021-02-21,265343,308588
9,Connecticut,US,2021-02-22,270792,317636
9,Connecticut,US,2021-02-23,279804,322272
9,Connecticut,US,2021-02-24,280425,334486
9,Connecticut,US,2021-02-25,283844,343103
9,Connecticut,US,2021-02-26,286522,361572
9,Connecticut,US,2021-02-27,291338,378003
9,Connecticut,US,2021-02-28,296178,392444
9,Connecticut,US,2021-03-01,301151,409381
9,Connecticut,US,2021-03-02,306075,414942
9,Connecticut,US,2021-03-03,307686,428549
9,Connecticut,US,2021-03-04,311505,448518
9,Connecticut,US,2021-03-05,344999,475765
9,Connecticut,US,2021-03-06,344999,504605
9,Connecticut,US,2021-03-07,344999,534252
9,Connecticut,US,2021-03-08,344999,542776
9,Connecticut,US,2021-03-09,344999,551965
9,Connecticut,US,2021-03-10,345611,566243
9,Connecticut,US,2021-03-11,354352,585904
9,Connecticut,US,2021-03-12,413157,609387
9,Connecticut,US,2021-03-13,413157,436839
9,Connecticut,US,2021-03-14,496388,436924
9,Connecticut,US,2021-03-15,496443,442697
9,Connecticut,US,2021-03-16,509812,447565
9,Connecticut,US,2021-03-17,517141,448630
9,Connecticut,US,2021-03-18,528525,450377
9,Connecticut,US,2021-03-19,543501,455053
9,Connecticut,US,2021-03-20,559558,459591
9,Connecticut,US,2021-03-21,574848,468277
9,Connecticut,US,2021-03-22,589228,475746
9,Connecticut,US,2021-03-23,603624,484991
9,Connecticut,US,2021-03-24,608492,490204
9,Connecticut,US,2021-03-25,618348,499332
9,Connecticut,US,2021-03-26,632200,508960
9,Connecticut,US,2021-03-27,646279,513480
9,Connecticut,US,2021-03-28,664680,519713
9,Connecticut,US,2021-03-29,682603,527696
9,Connecticut,US,2021-03-30,697784,531252
9,Connecticut,US,2021-03-31,713132,536959
9,Connecticut,US,2021-04-01,725544,540694
9,Connecticut,US,2021-04-02,743564,542065
9,Connecticut,US,2021-04-03,765639,543948
9,Connecticut,US,2021-04-04,795034,548982
9,Connecticut,US,2021-04-05,816983,545772
9,Connecticut,US,2021-04-06,839506,546307
9,Connecticut,US,2021-04-07,843076,551585
9,Connecticut,US,2021-04-08,862554,560132
9,Connecticut,US,2021-04-09,887812,566677
9,Connecticut,US,2021-04-10,919764,575688
9,Connecticut,US,2021-04-11,944060,580893
9,Connecticut,US,2021-04-12,974687,581840
9,Connecticut,US,2021-04-13,1001744,583539
9,Connecticut,US,2021-04-14,1020173,589449
9,Connecticut,US,2021-04-15,1158034,596027
9,Connecticut,US,2021-04-16,1158034,606256
9,Connecticut,US,2021-04-17,1158034,613495
9,Connecticut,US,2021-04-18,1158034,616288
9,Connecticut,US,2021-04-19,1158034,614515
9,Connecticut,US,2021-04-20,1159600,616827
9,Connecticut,US,2021-04-21,1177610,616321
9,Connecticut,US,2021-04-22,1200180,614940
9,Connecticut,US,2021-04-23,1223146,612825
9,Connecticut,US,2021-04-24,1250211,608349
9,Connecticut,US,2021-04-25,1278901,600085
9,Connecticut,US,2021-04-26,1298869,598532
9,Connecticut,US,2021-04-27,1306500,601236
9,Connecticut,US,2021-04-28,1327319,595710
9,Connecticut,US,2021-04-29,1350870,586757
9,Connecticut,US,2021-04-30,1372774,580095
9,Connecticut,US,2021-05-01,1402619,565240
9,Connecticut,US,2021-05-02,1425477,555386
9,Connecticut,US,2021-05-03,1437969,552266
9,Connecticut,US,2021-05-04,1437969,547987
9,Connecticut,US,2021-05-05,1467107,535642
9,Connecticut,US,2021-05-06,1493571,521016
9,Connecticut,US,2021-05-07,1522810,502867
9,Connecticut,US,2021-05-08,1553340,480900
9,Connecticut,US,2021-05-09,1581885,461549
9,Connecticut,US,2021-05-10,1604622,448977
9,Connecticut,US,2021-05-11,1620658,439428
9,Connecticut,US,2021-05-12,1636981,428446
9,Connecticut,US,2021-05-13,1656431,415735
9,Connecticut,US,2021-05-14,1676325,401921
9,Connecticut,US,2021-05-15,1698193,390815
9,Connecticut,US,2021-05-16,1719837,384432
9,Connecticut,US,2021-05-17,1737243,380855
9,Connecticut,US,2021-05-18,1745551,381933
9,Connecticut,US,2021-05-19,1757184,378789
9,Connecticut,US,2021-05-20,1775334,375181
9,Connecticut,US,2021-05-21,1793724,370931
9,Connecticut,US,2021-05-22,1814854,366285
9,Connecticut,US,2021-05-23,1816180,366175
9,Connecticut,US,2021-05-24,1840832,362542
9,Connecticut,US,2021-05-25,1846899,362719
9,Connecticut,US,2021-05-26,1855397,360941
9,Connecticut,US,2021-05-27,1868188,359194
9,Connecticut,US,2021-05-28,1882829,354973
9,Connecticut,US,2021-05-29,1893039,351979
9,Connecticut,US,2021-05-30,1902655,348698
9,Connecticut,US,2021-05-31,1902655,348698
9,Connecticut,US,2021-06-01,1913791,347446
9,Connecticut,US,2021-06-02,1915836,347768
9,Connecticut,US,2021-06-03,1922629,345337
9,Connecticut,US,2021-06-04,1930105,343190
9,Connecticut,US,2021-06-05,1930551,343222
9,Connecticut,US,2021-06-06,1954006,333430
9,Connecticut,US,2021-06-07,1969483,324125
9,Connecticut,US,2021-06-08,1977831,319022
9,Connecticut,US,2021-06-09,1987048,313652
9,Connecticut,US,2021-06-10,1999526,307190
9,Connecticut,US,2021-06-11,1999786,307206
9,Connecticut,US,2021-06-12,2016147,298110
9,Connecticut,US,2021-06-13,2027759,291767
9,Connecticut,US,2021-06-14,2037700,286028
9,Connecticut,US,2021-06-15,2052314,275818
9,Connecticut,US,2021-06-16,2064217,269666
9,Connecticut,US,2021-06-17,2075632,264004
9,Connecticut,US,2021-06-18,2083664,260417
9,Connecticut,US,2021-06-19,2092108,257154
9,Connecticut,US,2021-06-20,2097513,255154
9,Connecticut,US,2021-06-21,2104399,252373
9,Connecticut,US,2021-06-22,2107541,251183
9,Connecticut,US,2021-06-23,2111110,250290
9,Connecticut,US,2021-06-24,2115931,249559
9,Connecticut,US,2021-06-25,2121480,248059
9,Connecticut,US,2021-06-26,2128684,245111
9,Connecticut,US,2021-06-27,2140390,237775
9,Connecticut,US,2021-06-28,2156160,226074
9,Connecticut,US,2021-06-29,2158601,225708
9,Connecticut,US,2021-06-30,2162465,225342
9,Connecticut,US,2021-07-01,2167566,224618
9,Connecticut,US,2021-07-02,2172171,223660
9,Connecticut,US,2021-07-03,2172669,223713
9,Connecticut,US,2021-07-04,2179767,222850
9,Connecticut,US,2021-07-05,2179767,222850
9,Connecticut,US,2021-07-06,2184079,222757
9,Connecticut,US,2021-07-07,2184860,222784
9,Connecticut,US,2021-07-08,2188840,222048
9,Connecticut,US,2021-07-09,2192962,221803
9,Connecticut,US,2021-07-10,2196584,221523
9,Connecticut,US,2021-07-11,2200143,221268
9,Connecticut,US,2021-07-12,2203330,220979
9,Connecticut,US,2021-07-13,2205208,221049
9,Connecticut,US,2021-07-14,2207859,221051
9,Connecticut,US,2021-07-15,2211353,221082
9,Connecticut,US,2021-07-16,2214821,221190
9,Connecticut,US,2021-07-17,2217856,221306
9,Connecticut,US,2021-07-18,2220726,221513
9,Connecticut,US,2021-07-19,2223568,221843
9,Connecticut,US,2021-07-20,2225346,221974
9,Connecticut,US,2021-07-21,2228046,222412
9,Connecticut,US,2021-07-22,2231811,222889
9,Connecticut,US,2021-07-23,2235296,223947
9,Connecticut,US,2021-07-24,2238573,224942
9,Connecticut,US,2021-07-25,2241441,226297
9,Connecticut,US,2021-07-26,2243514,227551
9,Connecticut,US,2021-07-27,2245059,228427
9,Connecticut,US,2021-07-28,2246960,230416
9,Connecticut,US,2021-07-29,2249771,232233
9,Connecticut,US,2021-07-30,2253102,234074
9,Connecticut,US,2021-07-31,2256204,235542
9,Connecticut,US,2021-08-01,2259172,237536
9,Connecticut,US,2021-08-02,2261543,239209
9,Connecticut,US,2021-08-03,2261776,239379
9,Connecticut,US,2021-08-04,2264139,241021
9,Connecticut,US,2021-08-05,2267356,243435
9,Connecticut,US,2021-08-06,2270704,245733
9,Connecticut,US,2021-08-07,2273749,247971
9,Connecticut,US,2021-08-08,2276740,250054
9,Connecticut,US,2021-08-09,2279172,251744
9,Connecticut,US,2021-08-10,2281033,252925
9,Connecticut,US,2021-08-11,2283566,254174
9,Connecticut,US,2021-08-12,2286455,255498
9,Connecticut,US,2021-08-13,2290348,256848
9,Connecticut,US,2021-08-14,2294658,258594
9,Connecticut,US,2021-08-15,2297774,259744
9,Connecticut,US,2021-08-16,2300866,260683
9,Connecticut,US,2021-08-17,2302652,261587
9,Connecticut,US,2021-08-18,2305801,262130
9,Connecticut,US,2021-08-19,2309829,262694
9,Connecticut,US,2021-08-20,2313968,263618
9,Connecticut,US,2021-08-21,2317907,264540
9,Connecticut,US,2021-08-22,2321946,265312
9,Connecticut,US,2021-08-23,2322336,265513
9,Connecticut,US,2021-08-24,2326321,267307
9,Connecticut,US,2021-08-25,2329230,267799
9,Connecticut,US,2021-08-26,2333880,268214
9,Connecticut,US,2021-08-27,2338911,268902
9,Connecticut,US,2021-08-28,2343049,269515
9,Connecticut,US,2021-08-29,2347099,270080
9,Connecticut,US,2021-08-30,2350899,270626
9,Connecticut,US,2021-08-31,2353097,271589
9,Connecticut,US,2021-09-01,2360433,271790
9,Connecticut,US,2021-09-02,2360741,271919
9,Connecticut,US,2021-09-03,2365017,271803
9,Connecticut,US,2021-09-04,2368830,271760
9,Connecticut,US,2021-09-05,2368830,271760
9,Connecticut,US,2021-09-06,2368830,271760
9,Connecticut,US,2021-09-07,2375843,271450
9,Connecticut,US,2021-09-08,2376516,271708
9,Connecticut,US,2021-09-09,2380402,271332
9,Connecticut,US,2021-09-10,2384751,270429
9,Connecticut,US,2021-09-11,2389091,269931
9,Connecticut,US,2021-09-12,2392496,269521
9,Connecticut,US,2021-09-13,2396165,269087
9,Connecticut,US,2021-09-14,2398333,269071
9,Connecticut,US,2021-09-15,2401081,269008
9,Connecticut,US,2021-09-16,2405018,268471
9,Connecticut,US,2021-09-17,2411037,267635
9,Connecticut,US,2021-09-18,2414579,266999
9,Connecticut,US,2021-09-19,2415025,267050
9,Connecticut,US,2021-09-20,2422507,265100
9,Connecticut,US,2021-09-21,2424726,264760
9,Connecticut,US,2021-09-22,2427053,264515
9,Connecticut,US,2021-09-23,2430419,264036
9,Connecticut,US,2021-09-24,2433405,263815
9,Connecticut,US,2021-09-25,2437189,263514
9,Connecticut,US,2021-09-26,2440711,263628
9,Connecticut,US,2021-09-27,2441115,264258
9,Connecticut,US,2021-09-28,2444759,265910
9,Connecticut,US,2021-09-29,2447436,267157
9,Connecticut,US,2021-09-30,2449489,268108
9,Connecticut,US,2021-10-01,2453791,269267
9,Connecticut,US,2021-10-02,2455474,269695
9,Connecticut,US,2021-10-03,2459161,270955
9,Connecticut,US,2021-10-04,2463104,271810
9,Connecticut,US,2021-10-05,2464693,272332
9,Connecticut,US,2021-10-06,2466825,273038
9,Connecticut,US,2021-10-07,2468665,273907
9,Connecticut,US,2021-10-08,2472337,274863
9,Connecticut,US,2021-10-09,2474824,275830
9,Connecticut,US,2021-10-10,2474824,275830
9,Connecticut,US,2021-10-11,2474824,275830
9,Connecticut,US,2021-10-12,2480686,276841
9,Connecticut,US,2021-10-13,2480686,276841
9,Connecticut,US,2021-10-14,2480686,276841
9,Connecticut,US,2021-10-15,2480686,276841
9,Connecticut,US,2021-10-16,2480686,276841
9,Connecticut,US,2021-10-17,2480686,276841
9,Connecticut,US,2021-10-18,2493047,279453
9,Connecticut,US,2021-10-19,2496315,279522
9,Connecticut,US,2021-10-20,2498503,279941
9,Connecticut,US,2021-10-21,2500835,280631
9,Connecticut,US,2021-10-22,2504611,281814
9,Connecticut,US,2021-10-23,2506712,282569
9,Connecticut,US,2021-10-24,2506925,283027
9,Connecticut,US,2021-10-25,2510279,284673
9,Connecticut,US,2021-10-26,2511376,285850
9,Connecticut,US,2021-10-27,2513048,287786
9,Connecticut,US,2021-10-28,2515556,290727
9,Connecticut,US,2021-10-29,2517628,293907
9,Connecticut,US,2021-10-30,2519552,296759
9,Connecticut,US,2021-10-31,2519770,297614
9,Connecticut,US,2021-11-01,2523423,302033
9,Connecticut,US,2021-11-02,2524461,303452
9,Connecticut,US,2021-11-03,2526246,305211
9,Connecticut,US,2021-11-04,2528365,307759
9,Connecticut,US,2021-11-05,2529755,309350
9,Connecticut,US,2021-11-06,2531532,312374
9,Connecticut,US,2021-11-07,2533601,315956
9,Connecticut,US,2021-11-08,2535963,321264
9,Connecticut,US,2021-11-09,2536633,323517
9,Connecticut,US,2021-11-10,2537914,326789
9,Connecticut,US,2021-11-11,2537914,326789
9,Connecticut,US,2021-11-12,2541884,338123
9,Connecticut,US,2021-11-13,2543302,343918
9,Connecticut,US,2021-11-14,2544988,351072
9,Connecticut,US,2021-11-15,2546336,361169
9,Connecticut,US,2021-11-16,2547152,365091
9,Connecticut,US,2021-11-17,2548393,369407
9,Connecticut,US,2021-11-18,2550060,375505
9,Connecticut,US,2021-11-19,2551624,382045
9,Connecticut,US,2021-11-20,2553121,388512
9,Connecticut,US,2021-11-21,2554791,395849
9,Connecticut,US,2021-11-22,2556047,404040
9,Connecticut,US,2021-11-23,2556762,407834
9,Connecticut,US,2021-11-24,2558052,412378
9,Connecticut,US,2021-11-25,2558052,412378
9,Connecticut,US,2021-11-26,2558052,412378
9,Connecticut,US,2021-11-27,2558052,412378
9,Connecticut,US,2021-11-28,2558052,412378
9,Connecticut,US,2021-11-29,2563141,428229
9,Connecticut,US,2021-11-30,2567127,430815
9,Connecticut,US,2021-12-01,2569921,432916
9,Connecticut,US,2021-12-02,2573654,434800
9,Connecticut,US,2021-12-03,2576822,436596
9,Connecticut,US,2021-12-04,2581869,438605
9,Connecticut,US,2021-12-05,2595392,433836
9,Connecticut,US,2021-12-06,2595835,435888
9,Connecticut,US,2021-12-07,2598963,436020
9,Connecticut,US,2021-12-08,2602944,437049
9,Connecticut,US,2021-12-09,2607228,439389
9,Connecticut,US,2021-12-10,2611504,442356
9,Connecticut,US,2021-12-11,2619271,446169
9,Connecticut,US,2021-12-12,2619507,447201
9,Connecticut,US,2021-12-13,2625488,447797
9,Connecticut,US,2021-12-14,2627773,448743
9,Connecticut,US,2021-12-15,2633582,452579
9,Connecticut,US,2021-12-16,2633881,453644
9,Connecticut,US,2021-12-17,2636815,457720
9,Connecticut,US,2021-12-18,2639153,462097
9,Connecticut,US,2021-12-19,2641086,465081
9,Connecticut,US,2021-12-20,2643186,469476
9,Connecticut,US,2021-12-21,2644544,471598
9,Connecticut,US,2021-12-22,2646581,475293
9,Connecticut,US,2021-12-23,2649289,479651
9,Connecticut,US,2021-12-24,2649289,479651
9,Connecticut,US,2021-12-25,2649289,479651
9,Connecticut,US,2021-12-26,2649289,479651
9,Connecticut,US,2021-12-27,2654965,490591
9,Connecticut,US,2021-12-28,2655481,492108
9,Connecticut,US,2021-12-29,2657324,495292
9,Connecticut,US,2021-12-30,2659830,499514
9,Connecticut,US,2021-12-31,2659830,499514
9,Connecticut,US,2022-01-01,2659830,499514
9,Connecticut,US,2022-01-02,2659830,499514
9,Connecticut,US,2022-01-03,2659830,499514
9,Connecticut,US,2022-01-04,2670543,514619
9,Connecticut,US,2022-01-05,2672784,516812
9,Connecticut,US,2022-01-06,2675408,520100
9,Connecticut,US,2022-01-07,2678243,523832
9,Connecticut,US,2022-01-08,2681407,526576
9,Connecticut,US,2022-01-09,2686202,530927
9,Connecticut,US,2022-01-10,2686396,531977
9,Connecticut,US,2022-01-11,2687814,533626
9,Connecticut,US,2022-01-12,2690154,535578
9,Connecticut,US,2022-01-13,2693093,538291
9,Connecticut,US,2022-01-14,2695840,541121
9,Connecticut,US,2022-01-15,2698310,544017
9,Connecticut,US,2022-01-16,2698310,544017
9,Connecticut,US,2022-01-17,2698310,544017
9,Connecticut,US,2022-01-18,2702571,551324
9,Connecticut,US,2022-01-19,2707027,556552
9,Connecticut,US,2022-01-20,2710857,559046
9,Connecticut,US,2022-01-21,2713462,560479
9,Connecticut,US,2022-01-22,2715833,561819
9,Connecticut,US,2022-01-23,2717988,563326
9,Connecticut,US,2022-01-24,2718099,564071
9,Connecticut,US,2022-01-25,2718968,565303
9,Connecticut,US,2022-01-26,2720695,566511
9,Connecticut,US,2022-01-27,2722828,567599
9,Connecticut,US,2022-01-28,2725562,568429
9,Connecticut,US,2022-01-29,2727846,569244
9,Connecticut,US,2022-01-30,2729766,569753
9,Connecticut,US,2022-01-31,2731019,570498
9,Connecticut,US,2022-02-01,2731560,570970
9,Connecticut,US,2022-02-02,2733341,570997
9,Connecticut,US,2022-02-03,2735682,571234
9,Connecticut,US,2022-02-04,2737817,571255
9,Connecticut,US,2022-02-05,2741556,572510
9,Connecticut,US,2022-02-06,2743346,572478
9,Connecticut,US,2022-02-07,2745532,572387
9,Connecticut,US,2022-02-08,2746803,572456
10,Delaware,US,2020-12-10,,
10,Delaware,US,2020-12-11,,
10,Delaware,US,2020-12-12,,
10,Delaware,US,2020-12-13,,
10,Delaware,US,2020-12-14,,
10,Delaware,US,2020-12-15,,
10,Delaware,US,2020-12-16,,
10,Delaware,US,2020-12-17,,
10,Delaware,US,2020-12-18,,
10,Delaware,US,2020-12-19,,
10,Delaware,US,2020-12-20,,
10,Delaware,US,2020-12-21,,
10,Delaware,US,2020-12-22,,
10,Delaware,US,2020-12-23,,
10,Delaware,US,2020-12-24,,
10,Delaware,US,2020-12-25,,
10,Delaware,US,2020-12-26,,
10,Delaware,US,2020-12-27,,
10,Delaware,US,2020-12-28,,
10,Delaware,US,2020-12-29,,
10,Delaware,US,2020-12-30,,
10,Delaware,US,2020-12-31,,
10,Delaware,US,2021-01-01,,
10,Delaware,US,2021-01-02,,
10,Delaware,US,2021-01-03,,
10,Delaware,US,2021-01-04,,
10,Delaware,US,2021-01-05,,
10,Delaware,US,2021-01-06,,
10,Delaware,US,2021-01-07,,
10,Delaware,US,2021-01-08,,
10,Delaware,US,2021-01-09,,
10,Delaware,US,2021-01-10,,
10,Delaware,US,2021-01-11,,
10,Delaware,US,2021-01-12,,
10,Delaware,US,2021-01-13,2784,12597
10,Delaware,US,2021-01-14,4050,20295
10,Delaware,US,2021-01-15,5354,20295
10,Delaware,US,2021-01-16,5354,20295
10,Delaware,US,2021-01-17,,
10,Delaware,US,2021-01-18,,
10,Delaware,US,2021-01-19,,
10,Delaware,US,2021-01-20,,
10,Delaware,US,2021-01-21,,
10,Delaware,US,2021-01-22,,
10,Delaware,US,2021-01-23,,
10,Delaware,US,2021-01-24,,
10,Delaware,US,2021-01-25,,
10,Delaware,US,2021-01-26,,
10,Delaware,US,2021-01-27,,
10,Delaware,US,2021-01-28,,
10,Delaware,US,2021-01-29,,
10,Delaware,US,2021-01-30,,
10,Delaware,US,2021-01-31,,
10,Delaware,US,2021-02-01,,
10,Delaware,US,2021-02-02,,
10,Delaware,US,2021-02-03,,
10,Delaware,US,2021-02-04,,
10,Delaware,US,2021-02-05,,
10,Delaware,US,2021-02-06,,
10,Delaware,US,2021-02-07,,
10,Delaware,US,2021-02-08,,
10,Delaware,US,2021-02-09,25179,75978
10,Delaware,US,2021-02-10,25405,77265
10,Delaware,US,2021-02-11,26054,78896
10,Delaware,US,2021-02-12,26864,80354
10,Delaware,US,2021-02-13,27742,82495
10,Delaware,US,2021-02-14,29423,83469
10,Delaware,US,2021-02-15,31095,83469
10,Delaware,US,2021-02-16,31095,83598
10,Delaware,US,2021-02-17,34002,83065
10,Delaware,US,2021-02-18,35601,83988
10,Delaware,US,2021-02-19,37499,87204
10,Delaware,US,2021-02-20,43614,86660
10,Delaware,US,2021-02-21,46527,86448
10,Delaware,US,2021-02-22,46803,86387
10,Delaware,US,2021-02-23,48311,84629
10,Delaware,US,2021-02-24,50546,82889
10,Delaware,US,2021-02-25,53019,81040
10,Delaware,US,2021-02-26,56790,78848
10,Delaware,US,2021-02-27,61985,75965
10,Delaware,US,2021-02-28,67915,75385
10,Delaware,US,2021-03-01,71482,72582
10,Delaware,US,2021-03-02,75909,72551
10,Delaware,US,2021-03-03,75946,69094
10,Delaware,US,2021-03-04,83782,70036
10,Delaware,US,2021-03-05,84956,69827
10,Delaware,US,2021-03-06,89355,70613
10,Delaware,US,2021-03-07,93706,72603
10,Delaware,US,2021-03-08,97981,72025
10,Delaware,US,2021-03-09,100543,70415
10,Delaware,US,2021-03-10,103622,70657
10,Delaware,US,2021-03-11,103844,76569
10,Delaware,US,2021-03-12,108208,78908
10,Delaware,US,2021-03-13,111344,81519
10,Delaware,US,2021-03-14,115412,81594
10,Delaware,US,2021-03-15,115574,87524
10,Delaware,US,2021-03-16,120782,88964
10,Delaware,US,2021-03-17,122819,93954
10,Delaware,US,2021-03-18,124533,99571
10,Delaware,US,2021-03-19,125907,104238
10,Delaware,US,2021-03-20,127182,109395
10,Delaware,US,2021-03-21,129418,115026
10,Delaware,US,2021-03-22,131496,118080
10,Delaware,US,2021-03-23,133398,118620
10,Delaware,US,2021-03-24,133611,123118
10,Delaware,US,2021-03-25,135570,126561
10,Delaware,US,2021-03-26,138495,130382
10,Delaware,US,2021-03-27,142013,132538
10,Delaware,US,2021-03-28,146193,135203
10,Delaware,US,2021-03-29,149897,137626
10,Delaware,US,2021-03-30,152901,139955
10,Delaware,US,2021-03-31,155441,142270
10,Delaware,US,2021-04-01,159773,146114
10,Delaware,US,2021-04-02,163586,150566
10,Delaware,US,2021-04-03,167682,154394
10,Delaware,US,2021-04-04,172112,156462
10,Delaware,US,2021-04-05,176030,160084
10,Delaware,US,2021-04-06,178080,160838
10,Delaware,US,2021-04-07,178965,160829
10,Delaware,US,2021-04-08,183714,162123
10,Delaware,US,2021-04-09,187560,162677
10,Delaware,US,2021-04-10,193963,161836
10,Delaware,US,2021-04-11,201012,160472
10,Delaware,US,2021-04-12,209192,160938
10,Delaware,US,2021-04-13,214720,161883
10,Delaware,US,2021-04-14,221399,160692
10,Delaware,US,2021-04-15,234356,159359
10,Delaware,US,2021-04-16,241202,158660
10,Delaware,US,2021-04-17,247789,157172
10,Delaware,US,2021-04-18,252982,155632
10,Delaware,US,2021-04-19,255739,153862
10,Delaware,US,2021-04-20,261418,155034
10,Delaware,US,2021-04-21,267955,155482
10,Delaware,US,2021-04-22,274814,154421
10,Delaware,US,2021-04-23,281652,153124
10,Delaware,US,2021-04-24,289838,151015
10,Delaware,US,2021-04-25,294095,148920
10,Delaware,US,2021-04-26,294332,147278
10,Delaware,US,2021-04-27,307098,146528
10,Delaware,US,2021-04-28,312484,143077
10,Delaware,US,2021-04-29,319585,141345
10,Delaware,US,2021-04-30,327371,138417
10,Delaware,US,2021-05-01,334030,134776
10,Delaware,US,2021-05-02,335551,131392
10,Delaware,US,2021-05-03,337932,131206
10,Delaware,US,2021-05-04,337932,130101
10,Delaware,US,2021-05-05,338706,128120
10,Delaware,US,2021-05-06,338973,128078
10,Delaware,US,2021-05-07,348871,124565
10,Delaware,US,2021-05-08,353410,122536
10,Delaware,US,2021-05-09,358385,119948
10,Delaware,US,2021-05-10,362306,118027
10,Delaware,US,2021-05-11,365865,116739
10,Delaware,US,2021-05-12,368580,115499
10,Delaware,US,2021-05-13,372385,113055
10,Delaware,US,2021-05-14,375104,112729
10,Delaware,US,2021-05-15,377646,112469
10,Delaware,US,2021-05-16,381627,111735
10,Delaware,US,2021-05-17,384270,111339
10,Delaware,US,2021-05-18,385329,111528
10,Delaware,US,2021-05-19,387630,110970
10,Delaware,US,2021-05-20,389174,110414
10,Delaware,US,2021-05-21,392182,111460
10,Delaware,US,2021-05-22,396604,112369
10,Delaware,US,2021-05-23,401016,111578
10,Delaware,US,2021-05-24,402644,112445
10,Delaware,US,2021-05-25,404308,112823
10,Delaware,US,2021-05-26,406452,112462
10,Delaware,US,2021-05-27,409468,111711
10,Delaware,US,2021-05-28,414617,111959
10,Delaware,US,2021-05-29,418242,111618
10,Delaware,US,2021-05-30,420714,111219
10,Delaware,US,2021-05-31,420714,111219
10,Delaware,US,2021-06-01,422890,111552
10,Delaware,US,2021-06-02,423468,111550
10,Delaware,US,2021-06-03,425004,110692
10,Delaware,US,2021-06-04,427746,109917
10,Delaware,US,2021-06-05,427919,109869
10,Delaware,US,2021-06-06,433427,107969
10,Delaware,US,2021-06-07,435574,107207
10,Delaware,US,2021-06-08,437068,106474
10,Delaware,US,2021-06-09,437636,106261
10,Delaware,US,2021-06-10,438882,105708
10,Delaware,US,2021-06-11,441638,104196
10,Delaware,US,2021-06-12,444941,102320
10,Delaware,US,2021-06-13,447739,100942
10,Delaware,US,2021-06-14,450620,99362
10,Delaware,US,2021-06-15,453498,97556
10,Delaware,US,2021-06-16,453639,97500
10,Delaware,US,2021-06-17,458078,95262
10,Delaware,US,2021-06-18,460947,93734
10,Delaware,US,2021-06-19,464073,92117
10,Delaware,US,2021-06-20,464151,92115
10,Delaware,US,2021-06-21,467071,90730
10,Delaware,US,2021-06-22,468110,90208
10,Delaware,US,2021-06-23,468987,89985
10,Delaware,US,2021-06-24,470185,89706
10,Delaware,US,2021-06-25,471514,89143
10,Delaware,US,2021-06-26,473684,88279
10,Delaware,US,2021-06-27,479348,84133
10,Delaware,US,2021-06-28,485532,79102
10,Delaware,US,2021-06-29,486120,78957
10,Delaware,US,2021-06-30,487131,78779
10,Delaware,US,2021-07-01,488301,78763
10,Delaware,US,2021-07-02,489688,78485
10,Delaware,US,2021-07-03,491051,78249
10,Delaware,US,2021-07-04,492133,78017
10,Delaware,US,2021-07-05,492133,78017
10,Delaware,US,2021-07-06,493459,77728
10,Delaware,US,2021-07-07,493670,77688
